"","Estimate","Std. Error","z value","Pr(>|z|)"
"(Intercept)",-18.1444248127625,299.064767020734,-0.0606705530494823,0.951621583726631
"regionAS",11.5965373140939,299.064971275025,0.0387759798971227,0.969068995693385
"regionEU",14.1856635121121,299.064773838311,0.0474334149423481,0.962167797710264
"regionNA",15.0840469960437,299.064772096015,0.0504373915066164,0.959773840177906
"regionOC",14.1533074904192,299.065653814903,0.0473250850101927,0.962254135530876
"regionSA",11.6474938751929,299.066455331787,0.0389461728908078,0.968933303830013
"early_total_time_ms",1.5832454312965e-08,9.25822607811199e-09,1.71009588439362,0.0872481437257195
"first_day_total_time_ms",9.59048415839225e-09,2.4342593005638e-08,0.39397956315381,0.693596127754061
"early_number_of_events",0.00192156511067943,0.000387865033307158,4.95421073226188,7.26244666707658e-07
"first_day_number_of_events",-6.45458054280193e-05,0.000986363697265507,-0.0654381397115074,0.947825158042139
